Mod,Installation,Type,Tested,Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
MP - Moog's Paths,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/mp-moogs-paths,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8117751,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8117751 (moogs_paths-neoforge-26.1.2-1.0.0.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8117751 (moogs_paths-neoforge-26.1.2-1.0.0.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_037_mp-moogs-paths reached Done with no severe filtered errors.
MTR - Moog's Temples Reimagined,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/mtr-moogs-temples-reimagined,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8052830,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8052830 (MoogsTemplesReimagined-1.21-1.1.1.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8052830 (MoogsTemplesReimagined-1.21-1.1.1.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_079_mtr-moogs-temples-reimagined reached Done with no severe filtered errors.
Mutant Monsters,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/mutant-monsters,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8142073,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8142073 (MutantMonsters-v26.1.1-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8142073 (MutantMonsters-v26.1.1-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_005_mutant-monsters reached Done with no severe filtered errors.
New Cars [Immersive Vehicles/IV/MTS],Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/new-cars,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8168575,"Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8168575 (New_Cars4.4(1.16-1.21-26.1)cut.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8168575 (New_Cars4.4(1.16-1.21-26.1)cut.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_111_new-cars reached Done with no severe filtered errors. Final validation 20260603_batch2_final_active_set reached Done, but logs include nonfatal New Cars OBJ model naming warnings from the MTS parser."
Ocean Lily Pad Village,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/ocean-lily-pad-village,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7951225,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7951225 (ocean_lily_pad_village-1.0.0 Neoforge 26.1.2.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7951225 (ocean_lily_pad_village-1.0.0 Neoforge 26.1.2.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_084_ocean-lily-pad-village reached Done with no severe filtered errors.
Plushables,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/plushables,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8171796,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8171796 (plushables-neoforge-2.5.0+26.1.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8171796 (plushables-neoforge-2.5.0+26.1.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_077_plushables reached Done with no severe filtered errors.
Productive Farming,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/productivefarming,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8183142,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8183142 (productivefarming-26.1.2-0.6.0.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8183142 (productivefarming-26.1.2-0.6.0.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_074_productivefarming reached Done with no severe filtered errors.
Realistic Bees,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/realistic-bees,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7901932,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7901932 (realisticbees-26.1.2-4.3.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7901932 (realisticbees-26.1.2-4.3.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_050_realistic-bees reached Done with no severe filtered errors.
Simple Weather,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/simple-weather,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7860233,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7860233 (simple_weather-1.1.14.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7860233 (simple_weather-1.1.14.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_041_simple-weather reached Done with no severe filtered errors.
Stoneworks,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/stoneworks,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7995178,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7995178 (Stoneworks-v26.1.0-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7995178 (Stoneworks-v26.1.0-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_015_stoneworks reached Done with no severe filtered errors.
Subtle Effects,Server + client,Mod,Failed,,,https://www.curseforge.com/minecraft/mc-mods/subtle-effects,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8008326,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8008326 (SubtleEffects-neoforge-26.1-1.14.3.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8008326 (SubtleEffects-neoforge-26.1-1.14.3.jar) for NeoForge 26.1.x. Rejected after boot test 20260603_batch2_033_subtle-effects: status=exited
The Lost City,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/the-lost-city,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7816165,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7816165 (the_lost_city-1.4.1-neoforge-1.26.1.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7816165 (the_lost_city-1.4.1-neoforge-1.26.1.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_082_the-lost-city reached Done with no severe filtered errors.
Tiny Skeletons,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/tiny-skeletons,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8047499,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8047499 (TinySkeletons-v26.1.0-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8047499 (TinySkeletons-v26.1.0-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_024_tiny-skeletons reached Done with no severe filtered errors.
TNTUtils,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/tntutils,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge beta release file 7659387,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge beta file 7659387 (tntutils-neoforge-26.1-2.0.4.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge beta file 7659387 (tntutils-neoforge-26.1-2.0.4.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_026_tntutils reached Done with no severe filtered errors.
TorchBowMod,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/torchbowmod,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7827889,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7827889 (TorchBowMod-NeoForge-26.1-v1.1.1.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7827889 (TorchBowMod-NeoForge-26.1-v1.1.1.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_057_torchbowmod reached Done with no severe filtered errors.
Trade Cycling,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/trade-cycling,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge beta release file 8020647,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge beta file 8020647 (trade-cycling-neoforge-1.0.21+26.1.2.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge beta file 8020647 (trade-cycling-neoforge-1.0.21+26.1.2.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_018_trade-cycling reached Done with no severe filtered errors.
"Underground Villages, Stoneholm (Fabric/Forge/NeoForge)",Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/underground-villages-stoneholm,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8173285,"Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 8173285 (underground_village-neoforge-26.1-2.1.0.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 8173285 (underground_village-neoforge-26.1-2.1.0.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_075_underground-villages-stoneholm reached Done with no severe filtered errors. Final validation 20260603_batch2_final_active_set reached Done, but logs include nonfatal Stoneholm loot-table parse errors for Create items/functions not present in this pack."
Universal Bone Meal,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/universal-bone-meal,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7999946,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7999946 (UniversalBoneMeal-v26.1.0-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7999946 (UniversalBoneMeal-v26.1.0-mc26.1.x-NeoForge.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_038_universal-bone-meal reached Done with no severe filtered errors.
Vanilla Degus,Server + client,Mod,Failed,,,https://www.curseforge.com/minecraft/mc-mods/vanilla-degus,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 7862400,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7862400 (vanilla_degus-26.1-v1.6.2-neoforge.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7862400 (vanilla_degus-26.1-v1.6.2-neoforge.jar) for NeoForge 26.1.x. Rejected after boot test 20260603_batch2_063_vanilla-degus: status=exited
"Villagers Respawn  (for Forge, Fabric,NeoForge)",Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/villagers-respawn,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7818536,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7818536 (neo_26.11_VillagersRespawn_CC-0.7.0.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7818536 (neo_26.11_VillagersRespawn_CC-0.7.0.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_081_villagers-respawn reached Done with no severe filtered errors.
Waddles,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/waddles,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7829226,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7829226 (Waddles-neoforge-26.1-0.13.0.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7829226 (Waddles-neoforge-26.1-0.13.0.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_004_waddles reached Done with no severe filtered errors.
Weaker Spiderwebs,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/weaker-spiderwebs,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7901786,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge stable file 7901786 (weakerspiderwebs-26.1.2-3.9.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge stable file 7901786 (weakerspiderwebs-26.1.2-3.9.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_066_weaker-spiderwebs reached Done with no severe filtered errors.
Aquaculture 2,Server & Client,Mod,OK,Content,26.1.1 file compatible with 26.1.2,https://www.curseforge.com/minecraft/mc-mods/aquaculture,26.1.2,OK,Aquaculture-26.1.1-2.9.1.jar,Included,2026-06-03,CurseForge stable release file 7901645,Added 2026-06-03. Boot test 20260603_requested_mods_aquaculture reached Done; final_all_accepted passed with this jar active.
Artifacts,Server & Client,Mod,OK,Equipment/Loot,26.1.2 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/artifacts,26.1.2,OK,artifacts-neoforge-15.0.0.jar,Included,2026-06-03,CurseForge stable release file 7956096,Added 2026-06-03 after verifying CurseForge file page. Boot test 20260603_requested_mods_artifacts reached Done; final_all_accepted passed with this jar active.
Cherry Hut,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/cherry-hut/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
ChickensShed,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/chickensshed/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Chimes,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/chimes/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
ChocoCraft,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/chococraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
ChoiceTheorem's Overhauled Village,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/choicetheorems-overhauled-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
CobbleFurnies,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/cobblefurnies/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
