Mod,Category,Installation,Type,Tested,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,URL,DB Notes
The Twilight Forest,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 227639,https://www.curseforge.com/minecraft/mc-mods/the-twilight-forest/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
The Undergarden,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 379849,https://www.curseforge.com/minecraft/mc-mods/the-undergarden/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Tidal Towns,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 891880,https://www.curseforge.com/minecraft/mc-mods/tidal-towns/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Tinted Torches,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 994223,https://www.curseforge.com/minecraft/mc-mods/tinted-torches/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Tiny Dragons,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1169945,https://www.curseforge.com/minecraft/mc-mods/tiny-dragons/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Towers of the Wild Modded,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 859365,https://www.curseforge.com/minecraft/mc-mods/towers-of-the-wild-modded/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Trek,Test New Mods,Skipped,Data Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1233784,https://www.curseforge.com/minecraft/data-packs/trek/files/all?page=1&pageSize=20,CurseForge API returned no stable datapack files for Minecraft 26.1.2 or 26.1.
Turret,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 414049,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20,Tracker name is Turret but URL points to Ultimate Plane Mod.
Twilight Treehouses,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1227052,https://www.curseforge.com/minecraft/mc-mods/twilight-treehouses/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Ultimate Plane Mod,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 414049,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Duplicate rows collapsed into this clean view: original sheet rows 290.
Undopia 3D Ladder,Test New Mods,Skipped,Resource Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1116423,https://www.curseforge.com/minecraft/texture-packs/undopia-3d-ladder/files/all?page=1&pageSize=20,CurseForge API returned no stable 26.1.x files for Undopia 3D Ladder.
Unnamed Desert,Test New Mods,Skipped,Data Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project unnamed-desert,https://modrinth.com/datapack/unnamed-desert/versions?l=neoforge,"Modrinth API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Unnamed Sea,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project unnamed-sea,https://modrinth.com/mod/unnamed-sea/versions?l=neoforge,"Modrinth API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Unusual Fish Mod,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 568300,https://www.curseforge.com/minecraft/mc-mods/unusual-fish-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Useful Railroads,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 306475,https://www.curseforge.com/minecraft/mc-mods/useful-railroads/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Valarian Conquest,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 960209,https://www.curseforge.com/minecraft/mc-mods/valarian-conquest/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Valhelsia Furniture,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 694349,https://www.curseforge.com/minecraft/mc-mods/valhelsia-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Valhelsia Structures,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 347488,https://www.curseforge.com/minecraft/mc-mods/valhelsia-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Villages&Pillages,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 915531,https://www.curseforge.com/minecraft/mc-mods/villages-and-pillages/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Waifucraft,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 618506,https://www.curseforge.com/minecraft/mc-mods/waifucraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Water Balloon,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1037173,https://www.curseforge.com/minecraft/mc-mods/water-balloon/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Waystone Towers,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 686392,https://www.curseforge.com/minecraft/mc-mods/waystone-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
WealthyAndGrowth,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 704047,https://www.curseforge.com/minecraft/mc-mods/wealthyandgrowth/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Whisperer's Jungle Temple,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 978752,https://www.curseforge.com/minecraft/mc-mods/whisperers-jungle-temple/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Womp's Shellfish Mod,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 897290,https://www.curseforge.com/minecraft/mc-mods/womps-shellfish-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YDM's Allay,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 538828,https://www.curseforge.com/minecraft/mc-mods/ydms-allay/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YDM's Red Panda,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 623035,https://www.curseforge.com/minecraft/mc-mods/ydms-red-panda/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YDM's Scorpions,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 577807,https://www.curseforge.com/minecraft/mc-mods/ydms-scorpions/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Duplicate rows collapsed into this clean view: original sheet rows 317."
Yeehaw Towns!,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1078314,https://www.curseforge.com/minecraft/mc-mods/yeehaw-towns/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YUNG's API,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 421850,https://www.curseforge.com/minecraft/mc-mods/yungs-api/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YUNG's Better Dungeons,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 510089,https://www.curseforge.com/minecraft/mc-mods/yungs-better-dungeons/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YUNG's Better Mineshafts,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 389665,https://www.curseforge.com/minecraft/mc-mods/yungs-better-mineshafts-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
YUNG's Better Strongholds,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 465575,https://www.curseforge.com/minecraft/mc-mods/yungs-better-strongholds/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Zombie Variants - 15 New Zombies!,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1299553,https://www.curseforge.com/minecraft/mc-mods/zombie-variants/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
Create: Steam 'n' Rails,Watchlist,Server + client,Mod,Skipped,26.1.2,Skipped: no compatible NeoForge 26.1.x release; official project currently tops out at Minecraft 1.20.1,,Not included,2026-06-04,CurseForge project 688231; no NeoForge 26.1.x file as of 2026-06-04. Latest listed main file is Steam n Rails 1.7.2 for 1.20.1.,https://www.curseforge.com/minecraft/mc-mods/create-steam-n-rails,2026-06-04: added by request even though incompatible.
Abridged,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/abridged/files/all?page=1&pageSize=20&gameVersionTypeId=6,Skipped to honor stable-compatible-only rule; existing older jar remains only in mods_previous_1.21.8 if present.
Additional Biomes,World Mods,Server,Datapack,Skip,26.1.2,No compatible release,,Not included,2026-06-03,Modrinth search returned no stable 26.1.2/26.1 datapack or NeoForge release,https://modrinth.com/datapack/additional-biomes/versions?l=neoforge,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Additional Lanterns,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/additional-lanterns/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Additional Structures,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/additional-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Architectury API,World Mods,Server & Client,API,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/architectury-api/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
ATi Structures - Datapack,World Mods,Server,Datapack,Skip,26.1.2,No resolvable project,,Not included,2026-06-03,CurseForge exact slug and broad search did not resolve the listed datapack,https://www.curseforge.com/minecraft/data-packs/ati-structures-datapack/files/all?page=1&pageSize=20,Skipped because the URL slug ati-structures-datapack did not resolve to a CurseForge project and broad searches returned unrelated projects.
Awesome Dungeon - NeoForge,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/awesome-dungeon-neoforge/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Better Villages - NeoForge,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/better-village-neoforge/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Cavernous,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,Modrinth search returned no stable 26.1.2/26.1 NeoForge release,https://modrinth.com/datapack/cavernous/versions,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Dynamite,World Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/dynamite/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Flower Pots +,World Mods,Client,Resource Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 377992,https://www.curseforge.com/minecraft/texture-packs/flower-pots/files/all?page=1&pageSize=20,CurseForge API returned no stable 26.1.x-compatible resource pack file.
Fog,World Mods,Client,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 815438,https://www.curseforge.com/minecraft/mc-mods/fog/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable 26.1.x-compatible NeoForge client mod file.
Library Ferret - NeoForge,World Mods,Server & Client,API,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/library-ferret-neoforge/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Magma Core,World Mods,Server & Client,API,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/magma-core/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
More Azaleas,World Mods,Client,Resource Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 581085,https://www.curseforge.com/minecraft/texture-packs/more-azaleas/files/all?page=1&pageSize=20,CurseForge API returned no stable 26.1.x-compatible resource pack file.
More Fungi,World Mods,Client,Resource Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 454245,https://www.curseforge.com/minecraft/texture-packs/more-fungi/files/all?page=1&pageSize=20,CurseForge API returned no stable 26.1.x-compatible resource pack file.
More Mobs,World Mods,Server,Datapack,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge project 46646,https://www.curseforge.com/minecraft/data-packs/more-mobs/files/all?page=1&pageSize=20,"CurseForge API returned no stable datapack/files for Minecraft 26.1.2, 26.1.1, or 26.1."
More Pots+,World Mods,Client,Resource Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 581793,https://www.curseforge.com/minecraft/texture-packs/more-pots/files/all?page=1&pageSize=20,CurseForge API returned no stable 26.1.x-compatible resource pack file.
Spring Flowers,World Mods,Client,Resource Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1359386,https://www.curseforge.com/minecraft/texture-packs/spring-flowers/files/all?page=1&pageSize=20,CurseForge API returned no stable 26.1.x-compatible resource pack file.
SuperMartijn642's Core Lib,World Mods,Server & Client,API,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge project 454372,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-core-lib/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1."
